Time	Node	SegmentNumber	SegmentDuration(sec)	SegmentRepID	SegmentBitrate(bit/s)	StallingTime(msec)	SegmentDepIds
2016-Jan-05 11:43:44	PI_3	741	2	1	997955	0	0
2016-Jan-05 11:43:46	PI_3	742	2	0	642933	0	
2016-Jan-05 11:43:48	PI_3	743	2	1	997955	0	0
2016-Jan-05 11:43:50	PI_3	744	2	1	997955	0	0
2016-Jan-05 11:43:52	PI_3	745	2	0	642933	0	
2016-Jan-05 11:43:54	PI_3	746	2	0	642933	0	
2016-Jan-05 11:43:56	PI_3	747	2	2	1405754	0	0,1
2016-Jan-05 11:43:58	PI_3	748	2	0	642933	0	
2016-Jan-05 11:44:00	PI_3	749	2	0	642933	0	
2016-Jan-05 11:44:02	PI_3	750	2	2	1405754	0	0,1
2016-Jan-05 11:44:04	PI_3	751	2	0	642933	0	
